V1,V2,V3,V4,V5,V7,V8,V9,V10,Include,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments
R_3g16wpeQYf1qKPE,Default Response Set,Anonymous,174,2,0,10/7/16 13:33,10/7/16 14:00,1,1,C_air show,I_torture,I_air show,C_vaccine,C_wood press,I_footbridge,I_motocross,I_nurse,I_wood press,C_grizzly,C_cargo,I_vaccine,C_footbridge,I_cargo,C_nurse,I_transplant,I_grizzly,C_torture,C_motocross,C_transplant,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,2,1,2,1,1,2,2,2,2,40.798,40.798,41.712,1,53.527,53.527,56.923,1,55.883,62.721,63.754,2,45.855,45.855,46.751,1,112.231,112.231,115.362,1,95.404,95.404,96.656,1,72.373,72.373,97.033,1,30.324,30.324,31.277,1,54.822,54.822,55.777,1,98.051,98.051,99.293,1,0.734,45.638,49.749,2,29.656,29.656,31.273,1,17.069,17.069,18.483,1,48.485,48.485,51.289,1,59.998,59.998,60.869,1,69.261,69.261,70.413,1,67.452,67.452,68.227,1,67.737,68.774,69.338,2,46.771,46.771,51.013,1,38.456,38.456,62.542,1,,4,1,22,2,,Would you push the worker in front of the train to save 5 people?,1,,1,14,0,7,7,7,7,6,5,6,5,0,0,5,5,
R_2zqJ9QovT8kgNRV,Default Response Set,Anonymous,175,2,0,10/7/16 12:53,10/7/16 14:21,1,1,I_vaccine,C_grizzly,C_transplant,C_nurse,I_grizzly,I_wood press,I_air show,C_torture,C_wood press,I_transplant,I_nurse,C_vaccine,C_cargo,I_cargo,C_footbridge,I_footbridge,I_torture,C_motocross,C_air show,I_motocross,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,41.936,41.936,43.265,1,219.073,219.073,221.565,1,18.409,18.409,19.926,1,79.573,79.573,81.107,1,34.525,34.525,36.057,1,26.011,26.011,35.882,1,15.798,15.798,17.197,1,34.269,34.269,35.524,1,84.385,84.385,85.87,1,31.888,31.888,33.34,1,23.186,24.413,26.029,2,60.388,60.388,86.819,1,37.368,37.368,38.954,1,23.542,23.542,35.358,1,22.917,22.917,24.421,1,127.751,127.751,129.879,1,11.65,11.65,43.505,1,35.893,35.893,37.375,1,19.098,19.098,20.803,1,30.626,30.626,32.031,1,4,,1,23,2,,Would you push the worker in front of the train in order to save five people?,1,,2,12,3,7,7,7,7,6,6,6,6,1,1,20,20,Keine
R_1hMgJsEAhlq9T5b,Default Response Set,Anonymous,176,2,0,10/7/16 14:43,10/7/16 15:06,1,1,I_footbridge,C_grizzly,C_vaccine,C_motocross,C_torture,C_air show,C_nurse,I_grizzly,C_footbridge,C_cargo,I_cargo,I_motocross,I_torture,I_vaccine,I_transplant,C_wood press,I_air show,I_wood press,C_transplant,I_nurse,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,36.473,36.473,38.737,1,41.278,41.278,55.044,1,32.196,32.196,33.925,1,74.347,74.347,75.622,1,22.026,22.026,23.953,1,87.949,87.949,89.368,1,39.402,39.402,41,1,73.178,73.178,75.543,1,51.626,53.317,54.009,2,53.56,53.56,55.152,1,26.498,26.498,28.234,1,24.648,24.648,26.407,1,24.219,24.219,26,1,32.438,32.438,33.779,1,76.093,76.093,78.343,1,65.794,65.794,67.928,1,30.988,30.988,32.547,1,58.782,58.782,60.436,1,57.041,67.472,81.161,2,16.191,16.191,48.786,1,,4,2,21,2,,"Would you push the worker in front of the train, in order to save the other 5 people?",1,,2,8,6,7,7,7,7,6,7,6,6,18,3,24,3,N/A
R_31nDsKfJz0ZOHw8,Default Response Set,Anonymous,177,2,0,10/7/16 16:18,10/7/16 16:32,1,1,I_vaccine,I_torture,I_nurse,C_air show,C_nurse,C_transplant,C_vaccine,I_transplant,I_cargo,C_footbridge,I_wood press,C_grizzly,C_cargo,C_torture,I_air show,I_motocross,I_footbridge,C_wood press,C_motocross,I_grizzly,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,35.217,35.217,36.894,1,2.716,2.716,4.874,1,82.397,82.397,83.462,1,9.913,9.913,10.789,1,11.727,11.727,12.855,1,48.614,48.614,50.68,1,6.154,6.154,8.502,1,5.383,5.383,6.668,1,45.206,45.206,51.682,1,5.426,7.63,8.796,2,7.464,7.464,8.619,1,28.122,28.122,29.158,1,30.046,30.046,35.941,1,51.096,51.096,52.351,1,11.213,11.213,12.159,1,12.632,12.632,14.891,1,41.108,49.903,50.899,3,12.651,12.651,14.87,1,12.001,12.001,12.947,1,45.445,45.445,46.671,1,4,,1,20,2,,"Would you push the worker in front of the train, in order to save 5 people?",1,,2,13,4,7,7,7,7,5,5,6,5,11,18,39,10,Pretty twisted questions
R_1ex7HCdbCBPMWvE,Default Response Set,Anonymous,178,2,0,10/7/16 16:14,10/7/16 16:54,1,1,C_air show,C_grizzly,I_cargo,C_nurse,C_wood press,I_vaccine,C_motocross,C_torture,C_transplant,I_motocross,I_nurse,I_grizzly,I_wood press,C_vaccine,I_air show,I_footbridge,C_cargo,C_footbridge,I_torture,I_transplant,complete,,1,1,Koreanisch,1,1,1,"Koreanisch, Italienisch, Franzoesisch",2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2.273,65.207,66.913,3,0.601,35.69,37.123,4,0.24,52.842,54.031,4,0.121,134.701,140.822,9,4.221,50.894,53.315,3,6.021,84.948,86.585,2,1.227,70.589,72.347,7,1.94,73.322,75.449,3,0.313,149.218,151.549,12,1.804,125.6,129.782,5,0.978,110.931,112.272,2,19.435,66.759,68.747,2,1.471,32.773,36.465,3,1.965,20.602,21.9,3,3.456,98.031,99.316,10,4.117,101.857,105.399,5,1.603,27.861,29.356,2,0.316,99.467,106.281,3,8.647,97.284,108.909,4,0.141,46.865,48.687,3,4,,1,21,1,The organ scenario (with the potential for the death of the patients) was discussed in my introductory ethics class. The other ones vaguely reminded me a bit of the trolley problem or other similar dilemmas we had in class.,Would you push the worker in front of the train to save five people?,1,,2,15,1,7,7,7,7,5,5,5,5,0,9,11,9,
R_85DDe2ajAnSVaS1,Default Response Set,Anonymous,179,2,0,9/30/16 16:34,9/30/16 16:48,0,2,I_nurse,I_torture,C_vaccine,I_air show,I_wood press,I_vaccine,C_motocross,C_footbridge,C_air show,C_transplant,I_footbridge,I_motocross,C_cargo,C_torture,I_transplant,C_nurse,C_grizzly,C_wood press,I_grizzly,I_cargo,,,1,1,Spanisch,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,4.862,4.862,5.678,1,5.195,10.843,11.86,2,4.619,43.955,45.084,2,6.12,11.032,12.305,2,4.003,28.852,29.685,3,4.425,8.881,9.658,2,2.851,94.74,95.645,2,4.355,44.779,47.182,2,2.736,50.144,51.697,2,3.678,12.358,13.392,2,4.337,7.737,8.418,2,24.377,24.377,25.154,1,6.926,18.942,20.023,3,4.403,43.204,44.301,2,4.535,4.535,5.336,1,9.514,32.474,33.419,2,3.62,59.443,59.925,8,7.813,7.813,8.998,1,3.766,10.181,10.974,2,37.969,37.969,39.698,1,,4,1,19,1,,,,,,,,,,,,,,,,,,,,
R_Xq4V8BHhDL6Cs5r,Default Response Set,Anonymous,180,2,0,10/7/16 18:27,10/7/16 19:27,1,1,I_vaccine,C_cargo,C_vaccine,I_motocross,C_motocross,C_torture,I_torture,C_nurse,I_air show,I_footbridge,C_grizzly,C_transplant,C_air show,I_nurse,C_wood press,I_transplant,I_wood press,I_cargo,C_footbridge,I_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,2,3,2,2,2,1,2,2,25.34,74.125,75.693,9,4.601,135.605,137.931,34,72.974,74.052,74.857,2,4.575,97.97,99.037,3,2.36,117.164,119.333,30,2.12,25.83,27.208,3,3.251,289.139,290.194,66,1.505,43.014,43.736,3,1.738,200.065,201.894,27,3.066,118.165,119.521,4,2.058,733.955,736.671,48,6.036,131.422,132.268,5,4.265,57.501,59.021,67,2.517,133.679,134.758,12,22.512,25.736,27.866,3,6.039,136.556,137.777,3,2.328,37.816,39.075,5,1.527,269.095,272.066,86,104.78,110.806,111.878,2,17.063,95.46,96.718,5,,4,1,19,1,die Szenarien mit dem Zug,Would you throw the worker in front of the train in order to save five people?,1,,2,14,0.5,7,7,7,7,5,5,6,5,3,8,10,5,
R_2SId0iJI3odERRI,Default Response Set,Anonymous,181,2,0,10/8/16 9:20,10/8/16 10:16,1,1,C_wood press,C_vaccine,I_nurse,C_grizzly,C_cargo,C_torture,I_wood press,C_transplant,C_motocross,I_air show,I_motocross,C_footbridge,I_torture,I_footbridge,I_cargo,I_transplant,I_grizzly,I_vaccine,C_air show,C_nurse,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.139,30.34,30.815,2,1735.998,1735.998,1743.115,1,4.067,4.067,8.918,1,41.136,56.304,67.587,5,3.07,3.07,8.081,1,2.051,2.051,7.967,1,2.649,2.649,4.525,1,6.044,6.044,6.784,1,8.144,8.144,8.93,1,229.736,229.736,230.474,1,2.68,2.68,19.076,1,4.9,6.292,7.575,2,4.906,4.906,5.839,1,52.665,52.665,53.628,1,4.653,4.653,5.432,1,418.425,418.425,420.437,1,80.905,80.905,81.901,1,1.233,1.233,10.404,1,1.922,1.922,3.11,1,3.253,3.253,4.112,1,,4,1,18,2,,Would you push the worker in front of the train to save five people?,1,,1,14,0.5,7,7,7,6,4,3,4,4,0,0,0,0,
R_9BTT7MryhGXbNpD,Default Response Set,Anonymous,182,2,0,10/10/16 13:21,10/10/16 13:28,1,1,I_cargo,I_transplant,C_grizzly,C_air show,C_torture,C_motocross,I_air show,C_footbridge,I_vaccine,I_nurse,C_transplant,C_cargo,I_torture,C_nurse,C_vaccine,C_wood press,I_motocross,I_wood press,I_footbridge,I_grizzly,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,23.355,23.355,24.453,1,3.018,3.018,4.133,1,2.163,2.163,3.294,1,19.308,19.308,21.254,1,14.892,14.892,16.231,1,22.026,22.026,22.867,1,3.415,3.415,4.549,1,14.679,14.679,15.831,1,3.664,3.664,4.692,1,3.997,3.997,5.375,1,11.708,11.708,12.759,1,4.265,4.265,5.18,1,11.737,11.737,12.621,1,3.389,3.389,4.237,1,4.345,4.345,5.621,1,27.337,27.337,28.419,1,8.158,8.158,9.423,1,3.052,3.052,4.198,1,2.389,2.389,3.534,1,11.829,11.829,13.162,1,4,,1,18,1,The ducks,Would you push down the worker to safe 5 people?,1,,2,10,12,7,7,7,7,4,3,3,3,39,39,37,28,none
R_3p4MSsiq4oHjzoS,Default Response Set,Anonymous,183,2,0,10/10/16 17:37,10/10/16 18:13,1,1,I_cargo,C_air show,C_vaccine,C_footbridge,C_wood press,I_wood press,I_torture,I_motocross,I_vaccine,I_air show,C_nurse,I_nurse,I_grizzly,C_grizzly,I_footbridge,C_torture,C_motocross,C_cargo,I_transplant,C_transplant,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,18.349,181.262,182.355,2,21.565,22.002,23.064,2,54.92,55.991,67.06,2,52.923,53.911,54.364,2,45.346,94.965,97.79,7,14.675,72.93,73.85,4,7.634,62.158,63.194,4,228.985,228.985,230.104,1,47.565,47.565,48.824,1,29.425,101.401,104.109,3,7.047,29.152,30.16,2,10.865,10.865,11.747,1,78.327,95.628,96.282,3,46.12,46.12,47.303,1,79.492,79.492,80.561,1,221.176,221.176,225.922,1,29.002,46.509,48.287,3,12.633,53.496,54.978,4,28.014,28.014,29.773,1,60.561,75.383,76.621,3,,4,1,29,1,The trolley problem is a classic (here with pushing a person instead of throwing a switch) - all the other ones were similar setups.,Would you push the worker in front of the train in order to save five people?,1,,1,0,3,7,7,7,7,5,5,5,4,2,0,2,1,
R_O70lZJks7sNKpoZ,Default Response Set,Anonymous,184,2,0,10/10/16 19:09,10/10/16 19:19,1,1,I_nurse,C_nurse,I_motocross,C_grizzly,I_wood press,I_transplant,C_torture,C_motocross,I_air show,C_footbridge,C_cargo,I_grizzly,I_cargo,C_air show,C_vaccine,C_transplant,I_footbridge,I_torture,C_wood press,I_vaccine,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,3,2,1,1,1,2,7.076,7.076,7.963,1,11.907,11.907,13.872,1,4.985,4.985,6.117,1,6.461,6.461,8.006,1,11.194,11.194,12.467,1,6.541,6.541,7.64,1,27.079,27.079,28.105,1,12.51,18.314,19.243,2,10.536,10.536,11.923,1,6.032,6.032,7.232,1,8.619,8.619,9.533,1,9.572,9.572,11.002,1,11.078,11.078,13.436,1,7.324,7.324,8.702,1,9.421,9.421,10.824,1,36.297,36.297,37.507,1,40.565,40.565,41.9,1,13.249,13.249,14.546,1,8.558,8.558,9.984,1,17.102,17.102,18.339,1,4,,2,20,2,,Would you push a worker in front of a train to save 5 people?,1,,1,17,5,7,7,7,7,5,6,6,6,0,40,16,22,
R_3PwazUzip3iKHMo,Default Response Set,Anonymous,185,2,0,10/11/16 11:20,10/11/16 11:49,1,1,C_motocross,C_air show,I_air show,C_nurse,C_wood press,C_cargo,I_cargo,I_wood press,C_vaccine,C_footbridge,I_motocross,I_footbridge,I_transplant,I_torture,I_vaccine,C_grizzly,I_nurse,C_torture,C_transplant,I_grizzly,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,37.553,56.55,58.043,2,3.709,115.784,116.916,3,81.64,84.148,85.551,2,2.804,29.822,31.78,2,46.077,48.296,49.37,2,67.097,69.533,70.874,2,0.095,29.416,30.874,3,65.784,82.978,85.614,2,3.697,87.676,88.87,3,5.566,92.272,93.573,3,39.926,39.926,41.556,1,2.687,19.88,21.513,2,33.635,35.463,36.634,2,32.453,35.587,38.466,2,4.061,36.454,38.099,2,6.002,94.928,96.887,2,5.172,34.018,35.559,2,47.832,51.242,52.585,3,19.607,21.301,22.617,2,63.854,66.492,67.646,2,,4,1,21,1,Most of them seemed very familiar to the classical ethics problem with the trolley. Kill one person to save five. ,Would you push the worker in front of the train in order to save five people?,1,,2,13,3,7,7,7,7,6,5,6,4,30,10,30,38,nope
R_3qKeVEEUJ6uihLb,Default Response Set,Anonymous,186,2,0,10/11/16 15:30,10/11/16 17:09,1,1,I_nurse,I_cargo,I_motocross,I_wood press,C_air show,C_transplant,C_cargo,C_nurse,C_footbridge,C_vaccine,C_grizzly,I_torture,I_footbridge,C_torture,I_grizzly,I_vaccine,C_wood press,I_air show,I_transplant,C_motocross,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,296.278,296.278,297.571,1,919.232,919.232,920.323,1,102.501,102.501,110.174,1,129.35,129.35,130.52,1,67.892,67.892,76.965,1,549.908,549.908,555.222,1,202.277,202.277,211.394,1,104.567,104.567,112.601,1,521.101,521.101,522.576,1,66.507,66.507,67.884,1,728.672,728.672,729.541,1,648.136,648.136,649.358,1,61.604,61.604,65.055,1,90.62,90.62,92.219,1,96.341,96.341,97.892,1,107.418,107.418,108.972,1,138.283,138.283,139.401,1,74.486,74.486,75.364,1,38.471,38.471,39.595,1,100.51,100.51,101.56,1,4,,2,20,1,"I don't understand this familiarity question... The questions all repeated but with minor differences throughout the survey; however, I've never seen these scenarios before this survey. But I've been asked questions similar to these before.",Would you push the worker in front of the train in order to save the five people?,1,,1,12,0.5,7,7,7,7,5,6,6,6,0,5,5,3,I'm just really curious about what the research is that goes along with this. Why English/German speakers and morality questions? The study itself was very easy to maneuver and understand. 
R_3ltMzwICgGeZjFQ,Default Response Set,Anonymous,187,2,0,10/11/16 17:53,10/11/16 18:21,1,1,C_air show,I_footbridge,I_torture,C_transplant,C_vaccine,C_nurse,I_cargo,I_nurse,I_air show,I_wood press,C_footbridge,C_grizzly,I_transplant,I_grizzly,I_motocross,C_wood press,C_motocross,C_cargo,I_vaccine,C_torture,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,3,2,33.197,33.197,34.995,1,24.695,24.695,26.534,1,59.016,68.315,69.233,3,34.599,34.599,35.907,1,38.959,38.959,40.266,1,56.71,56.71,57.933,1,42.729,42.729,44.047,1,39.08,39.08,40.715,1,52.782,52.782,54.726,1,42.822,42.822,43.885,1,46.114,46.477,47.52,2,45.94,45.94,47.806,1,26.892,26.892,28.131,1,49.433,49.433,50.668,1,38.8,38.8,39.8,1,63.402,63.402,64.677,1,24.263,24.263,25.508,1,141.508,141.508,144.009,1,42.083,42.083,44.008,1,42.552,42.552,46.358,1,,4,2,25,1,"I don't remember specifics, but I've seen the train problems before, and it was very obvious when some were repeated.",Would you push the worker in front of the train to rescue 5 people?,1,,2,10,11,7,7,7,7,5,6,6,6,0,8,12,6,"The grammar in the beginning of the study was terrible.  Even though I have a high level of German, I had a hard time understanding some of the statements because the German was so broken."
R_0AmNEdbrHlodJg5,Default Response Set,Anonymous,188,2,0,10/12/16 9:44,10/12/16 10:33,1,1,I_motocross,C_motocross,I_wood press,I_air show,I_nurse,C_footbridge,C_nurse,C_wood press,C_air show,C_grizzly,I_cargo,C_vaccine,I_vaccine,C_transplant,I_grizzly,I_transplant,I_footbridge,I_torture,C_torture,C_cargo,complete,,1,,,1,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,167.819,209.315,210.35,5,32.557,32.557,37.071,1,123.861,123.861,130.02,1,116.196,116.196,117.144,1,252.535,252.535,253.475,1,49.269,49.269,51.569,1,189.308,189.308,191.336,1,56.784,56.784,57.778,1,84.01,84.01,87.924,1,71.725,71.725,73.968,1,35.791,36.535,36.842,2,63.751,63.751,65.218,1,94.488,94.928,95.965,2,35.802,35.802,36.78,1,75.496,75.496,76.411,1,98.031,98.031,98.971,1,88.86,89.764,90.343,2,31.061,31.061,36.065,1,45.968,45.968,46.963,1,74.941,74.941,76.352,1,4,,1,22,1,"The train scenario was especially familiar to me because I have read about the famous ""trolley problem"" before. I have not explicitly heard of the other scenarios before but I can imagine how they are all related. In the famous trolley problem the decision is just between the death of many people and the death of one person, so it was interesting to see the consequences of the scenarios in the survey differ and see how my reaction changed.","Would you push the worker in front of the train, in order to save five people?",1,,1,19,4,7,7,7,7,5,5,6,6,0,0,30,20,
R_2tmVY9FCKuxSOAH,Default Response Set,Anonymous,189,2,0,10/12/16 20:58,10/12/16 21:35,1,1,C_torture,C_motocross,I_grizzly,I_air show,I_cargo,C_transplant,I_nurse,C_cargo,C_air show,C_wood press,I_footbridge,I_wood press,I_transplant,C_vaccine,I_motocross,I_vaccine,C_grizzly,C_nurse,I_torture,C_footbridge,complete,,1,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,117.593,117.593,118.682,1,40.132,80.078,82.078,3,73.735,73.735,74.6,1,67.533,138.877,139.928,3,81.592,82.134,83.71,2,83.489,83.489,84.475,1,22.042,22.042,23.992,1,50.802,172.766,176.385,2,80.178,80.178,81.46,1,312.941,312.941,313.816,1,17.498,17.498,18.786,1,48.472,48.472,49.746,1,33.116,33.116,34.371,1,38.751,38.751,51.68,1,120.555,129.601,130.817,2,64.818,65.414,65.718,2,51.76,51.76,52.607,1,25.339,25.339,26.095,1,66.183,66.183,67.393,1,23.826,24.676,25.681,2,4,,1,20,2,,Would you throw the worker in front of the train to rescue five other people?,1,,1,13,1,7,7,7,7,7,7,7,7,25,35,30,20,
R_2A0t8ZpijEx4qCJ,Default Response Set,Anonymous,190,2,0,10/13/16 11:38,10/13/16 12:06,1,1,C_cargo,C_nurse,C_footbridge,C_wood press,I_vaccine,C_vaccine,I_motocross,I_torture,C_motocross,C_torture,I_grizzly,C_transplant,I_wood press,C_air show,I_air show,I_transplant,I_nurse,I_footbridge,I_cargo,C_grizzly,complete,,1,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0.553,45.727,46.553,6,3.627,90.679,92.269,11,4.34,97.814,99.023,2,3.462,30.959,32.046,2,0.953,26.918,29.704,4,2.998,95.225,97.014,6,4.602,37.531,39.367,2,4.273,34.615,35.545,5,6.307,153.022,153.579,3,6.948,71.024,71.62,3,3.432,50.552,51.54,7,6.84,139.459,141.21,2,3.63,48.526,49.577,2,2.214,36.755,45.498,2,5.382,61.071,61.492,4,3.583,81.902,82.558,5,0.677,23.092,24.031,8,2.738,30.703,31.667,3,8.519,42.293,42.789,6,6.65,38.743,39.941,8,,4,2,21,2,,Wold you sacrifice the worker before the train in order to save the five people?,1,,1,14,0,7,7,7,7,4,3,3,5,0,0,0,0,
R_2wzSMXUsftRQufj,Default Response Set,Anonymous,191,2,0,10/13/16 15:29,10/13/16 15:50,1,1,I_grizzly,C_vaccine,I_vaccine,I_motocross,C_air show,I_cargo,C_motocross,C_wood press,I_transplant,C_footbridge,I_wood press,C_transplant,I_air show,I_footbridge,C_torture,I_torture,I_nurse,C_nurse,C_cargo,C_grizzly,complete,,1,,,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,47.237,47.237,48.644,1,12.877,12.877,14.987,1,19.441,19.441,20.768,1,70.922,70.922,72.376,1,62.124,62.124,64.832,1,53.284,53.284,55.881,1,44.086,44.086,45.37,1,23.912,37.917,39.301,2,18.655,18.655,25.424,1,71.508,71.508,73.082,1,27.343,27.343,28.401,1,10.682,23.782,30.92,2,40.372,40.372,41.985,1,38.959,38.959,40.058,1,70.402,70.402,71.658,1,13.844,13.844,15.652,1,42.198,42.198,43.973,1,11.439,11.439,12.942,1,50.384,50.384,51.541,1,4.196,48.755,50.02,2,,4,1,46,1,"All of the scenarios are cause-effect with no right answer, depending on the morality tolerance of the person and who is being effected by the decision...",Would you push the worker in front of the train in order to save five people?,1,,1,14,18,7,7,7,7,5,5,5,4,0,0,10,0,
