V1,V2,V3,V5,V7,V8,V9,V10,gc,term,Attn_MariaAdam,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_3,Speak_4,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,SubmitTime1,SubmitTime2,SubmitTime3,SubmitTime4,SubmitTime5,SubmitTime6,SubmitTime7,SubmitTime8,SubmitTime9,SubmitTime10,SubmitTime11,SubmitTime12,SubmitTime13,SubmitTime14,SubmitTime15,SubmitTime16,SubmitTime17,SubmitTime18,SubmitTime19,SubmitTime20,time_11,time_110,time_111,time_112,time_113,time_114,time_115,time_116,time_117,time_118,time_119,time_12,time_120,time_13,time_14,time_15,time_16,time_17,time_18,time_19,time_21,time_210,time_211,time_212,time_213,time_214,time_215,time_216,time_217,time_218,time_219,time_22,time_220,time_23,time_24,time_25,time_26,time_27,time_28,time_29,time_41,time_410,time_411,time_412,time_413,time_414,time_415,time_416,time_417,time_418,time_419,time_42,time_420,time_43,time_44,time_45,time_46,time_47,time_48,time_49,IRI_1,IRI_2,IRI_3,IRI_4,IRI_5,IRI_6,IRI_7,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,questioCRT1,questioCRT2,questioCRT3,questioCRT4,questioCRT5,answerCRT1,answerCRT2,answerCRT3,answerCRT4,answerCRT5,v191,v192,v193,v194,v195,timeCRT_11,timeCRT_12,timeCRT_13,timeCRT_14,timeCRT_15,timeCRT_21,timeCRT_22,timeCRT_23,timeCRT_24,timeCRT_25,timeCRT_41,timeCRT_42,timeCRT_43,timeCRT_44,timeCRT_45,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Include,cond
R_6ExanbccrP6kqAB,Default Response Set,Anonymous,1,0,11/3/15 16:29,11/3/15 17:02,1,,,,1,,,,1,1,,,1,Italiano,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,58.872,29.376,47.473,37.528,29.743,48.911,15.997,82.162,139.002,47.192,53.031,40.088,65.374,28.524,28.196,22.831,38.53,41.123,33.933,9.831,57.25,45.317,50.36,38.755,61.124,27.157,26.499,20.762,9.075,39.017,31.83,7.455,8.127,45.54,36.374,27.84,47.822,11.348,77.12,132.002,57.25,45.317,51.11,38.755,61.124,27.157,26.499,20.762,35.595,39.017,31.83,27.633,8.127,45.54,36.374,27.84,47.822,11.348,77.12,137.873,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,4,2,4,5,2,3,4,2,2,4,4,5,1,1,1,1,1,6,30,No,$2.25 ,3 horas,61.048,66.579,32.651,118.575,147.184,1.37,11.902,6.942,5.884,2.525,1.37,41.213,6.942,5.884,33.743,1,4,1,1,2,,4,2,19,1,I have heard about many of the scenarios which involves moral dilemmas in the news. I can't recall them exactly,Is it appropriate that you keep your past relationship secret in order to be able to maintain your happy relationship with your current partner?,1,,2,14,2,4,6,7,5,7,7,7,7,0,18,39,17,,Yes,1
R_0kVGyD2iPcdzSDz,Default Response Set,Anonymous,1,0,11/3/15 17:05,11/3/15 17:19,1,,,,1,,,,,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,10.501,22.175,21.952,20.48,16.849,31.887,22.127,21.911,21.737,19.286,15.05,19.506,22.952,28.466,11.746,18.699,18.201,22.501,17.003,13.718,9.177,17.762,13.632,18.144,21.258,26.896,10.255,17.345,16.7,20.868,15.435,20.812,11.854,15.102,18.959,15.914,29.413,20.477,20.487,20.318,9.177,17.762,13.632,18.144,21.258,26.896,10.255,17.345,16.7,20.868,15.435,20.812,11.854,15.102,18.959,15.914,29.413,20.477,20.487,20.318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,3,2,1,4,1,1,5,4,3,1,1,1,1,1,9,30,No ,2.25,3 hrs,26.436,25.328,17.686,57.013,22.833,15.199,8.592,6.272,47.276,19.947,15.199,8.592,6.272,47.276,19.947,1,1,1,1,1,,4,2,20,2,,Is it appropriate for you to keep a secret before a relationship to maintain the happiness of your partner and maintain the relationship? ,1,,2,16,13,5,6,4,2,7,7,7,6,0,0,20,0,,Yes,1
R_8HMTf2AnfBizgXP,Default Response Set,Anonymous,1,0,11/3/15 17:08,11/3/15 17:33,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,39.26,23.299,16.345,38.852,27.842,23.182,63.193,27.762,28.155,45.829,23.168,24.71,92.098,31.125,26.307,19.669,68.211,26.686,13.425,96.114,37.955,44.174,20.772,22.923,90.715,29.602,25.219,18.362,66.957,25.36,11.536,21.576,91.08,15.225,37.712,26.575,21.794,61.821,26.308,26.95,37.955,44.174,21.91,22.923,90.715,29.602,25.219,18.362,66.957,25.36,11.536,21.576,94.722,15.225,37.712,26.575,21.794,61.821,26.308,26.95,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,5,2,1,2,5,1,1,5,5,2,1,1,1,1,1,4,29,S,2.25,3,41.181,46.058,18.446,87.144,32.402,38.187,36.039,11.514,4.537,28.231,38.187,36.039,11.514,4.537,28.231,1,1,1,1,1,4,,2,21,1,The one regarding border agents shooting people who are coming over here to find work....also the one about a woman choosing an abortion over having a baby when she is not ready.,Is it appropriate for you to keep a secret about your past relationship from your partner in order to maintain their happiness and keep your relationship alive?,1,,2,14,22,6,6,6,6,7,7,7,7,26,28,33,52,Very interesting,Yes,1
R_2uzGCGlQ3T33okR,Default Response Set,Anonymous,1,0,11/3/15 17:22,11/3/15 17:53,1,,,,1,,,,1,1,1,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,57.984,25.562,29.626,28.409,20.048,103.172,16.679,60.3,24.699,40.824,78.469,43.262,15.211,59.829,31.654,85.476,22.355,45.61,45.912,20.47,47.11,39.794,77.619,37.029,14.341,59.015,30.803,84.701,21.432,44.8,44.706,24.422,19.548,28.674,27.427,16.855,61.615,13.915,59.417,23.775,47.11,39.794,77.619,38.694,14.341,59.015,30.803,84.701,21.432,44.8,44.706,25.274,19.548,28.674,27.427,19.269,61.615,13.915,59.417,23.775,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,4,4,2,3,4,1,2,1,5,2,1,1,1,1,1,3,30,Si,2.5,3 horas,64.356,40.448,95.89,29.546,49.456,61.69,37.615,20.619,10.071,33.927,61.69,37.615,88.223,10.071,33.927,1,1,2,1,1,,4,1,20,2,,"Is it appropriate for you to maintain a secret about your previous relationship, in order to keep your current partner happy and to keep the current relationship alive?",1,,2,5,6,7,7,7,6,7,7,7,7,30,60,100,100,"There were a couple of grammatical mistakes in the longer paragraphs of writing, that are only noticeable to very good speakers. / For example; ""A young woman"" does not translate directly to ""una joven mujer"" it should be """"una mujer joven."" A lot of it felt like direct translation and not true Spanish. ",Yes,1
R_aVj6TM5w7bHFg5D,Default Response Set,Anonymous,1,0,11/3/15 17:13,11/3/15 18:05,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,48.539,71.17,61.177,116.801,64.155,47.909,50.589,69.81,138.22,102.85,78.892,53.398,54.696,459.418,35.463,93.537,51.797,77.792,36.255,47.767,47.017,63.797,76.668,50.823,53.25,457.621,31.804,92.115,50.208,75.559,34.53,69.867,46.079,59.824,114.812,62.611,45.545,49.118,67.93,136.113,47.017,63.797,76.668,50.823,53.25,457.621,31.804,92.115,50.208,75.559,34.53,69.867,46.079,59.824,114.812,62.611,45.545,49.118,67.93,136.113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,2,3,4,2,1,5,4,1,1,1,1,1,1,4,30,"No. Otras cosas podrian tener petalos tambien, si diria ""todas cosas con petalos son flores"" y ""las rosas tienen petalos puedes concluir que rosas son flores.",$2.25 ,5 horas,146.258,72.378,162.372,46.079,40.568,119.273,69.357,46.448,30.501,35.878,119.273,69.357,158.429,30.501,35.878,1,1,2,1,1,,4,2,19,2,,Do you feel that it is okay for you to keep a past relacionship a secret so that you keep your current partner happy and maintain the current relationship?,1,,2,6,57,5,6,5,3,7,7,7,7,8,0,0,11,No questions. Thank you,Yes,1
R_5bwtbdxEu9JZsUt,Default Response Set,Anonymous,1,0,11/3/15 17:59,11/3/15 18:23,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,7.565,32.406,39.889,14.411,9.05,9.241,16.057,8.771,21.87,140.415,44.77,21.782,9.016,30.109,16.764,16.841,21.735,45.717,19.578,27.686,6.098,129.146,43.832,18.815,7.76,29.326,16.022,15.991,20.198,23.32,18.417,30.786,26.724,38.752,9.256,8.128,7.314,7.087,6.88,19.911,6.098,129.146,43.832,18.815,7.76,29.326,16.022,15.991,20.198,37.435,18.417,31.678,26.724,38.752,9.256,8.128,8.167,7.087,7.679,19.911,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,2,1,3,1,4,4,2,2,4,3,1,5,4,1,1,1,1,1,1,12,15,si,4.5,3 horas,292.486,45.72,29.018,16.516,33.188,6.706,1.446,4.267,1.857,1.285,276.28,43.602,4.619,1.857,1.285,22,2,3,1,1,,4,1,22,1,illegal immigration,Is it appropriate to maintain  secret your past relationship to keep your couple happy and to keep the relationship alive ?,1,,2,10,0,5,5,5,5,7,7,7,7,27,0,17,31,,Yes,1
R_0TWooLV1eHBrfcF,Default Response Set,Anonymous,1,0,11/3/15 17:47,11/3/15 18:25,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,13.44,17.848,9.808,56.075,33.427,6.791,72.332,11.778,14.527,6.678,61.912,7.559,4.229,63.005,22.604,37.945,28.124,4.76,7.86,31.998,12.798,5.218,56.201,5.798,3.619,59.614,21.311,36.865,27.347,3.982,6.014,16.95,30.434,9.182,54.459,32.482,6.099,71.456,10.399,13.8,12.798,5.923,56.201,5.798,3.619,59.614,21.311,36.865,27.347,3.982,7.03,16.95,30.434,9.182,54.459,32.482,6.099,71.456,10.399,13.8,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,2,3,4,3,4,4,5,2,5,4,1,1,1,1,1,9,1,No,2.25,3,22.838,15.58,22.546,29.484,30.002,18.852,12.088,19.62,23.399,23.95,18.852,12.088,19.62,23.399,23.95,1,1,1,1,1,4,,2,21,2,,Is it okay to keep a secret about a former relationship to maintain a happy relationship with your partner?,1,,1,13,3,6,7,7,2,7,7,7,7,0,0,26,32,,Yes,1
R_5hvDeczBuh7wxHD,Default Response Set,Anonymous,1,0,11/3/15 15:49,11/3/15 18:36,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1071.888,38.368,50.68,1357.533,179.949,205.996,152.735,205.885,58.994,1570.333,1819.267,16.624,211.081,1266.744,30.054,53.458,29.312,71.257,22.889,69.208,1070.354,1569.258,1816.465,4.005,209.998,1265.481,27.288,40.702,28.186,69.326,21.841,37.2,67.008,48.935,1345.948,10.762,204.42,151.615,194.668,57.846,1070.354,1569.258,1816.465,4.97,209.998,1265.481,28.703,40.702,28.186,69.326,21.841,37.2,67.008,48.935,1345.948,10.762,205.378,151.615,194.668,57.846,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,5,2,3,1,5,1,1,5,3,4,1,1,1,1,1,4,29,S,$2.25 ,5,235.121,57.158,15.044,53.501,56.924,15.184,54.791,10.526,48.645,54.971,15.184,54.791,10.526,48.645,54.971,1,1,1,1,1,4,,2,19,1,"Animal testing, drugs with side effects",Is it appropriate to keep your prior relationship a secret in order to be able to keep your partner happy and keep the relationship alive?,1,,1,15,0,4,4,5,5,7,7,7,7,0,0,15,15,,Yes,1
R_2rT11AJTDnOg0yF,Default Response Set,Anonymous,1,0,11/3/15 17:52,11/3/15 18:39,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,60.338,46.084,80.567,42.918,69.806,45.356,57.274,85.621,52.03,55.618,45.189,61.285,126.361,142,19.828,92.046,39.962,142.874,75.981,86.275,58.825,53.769,37.441,54.526,120.708,101.884,16.258,11.656,37.127,139.671,1.479,40.276,37.878,73.875,39.328,1.638,43.716,53.899,83.014,1.661,58.825,53.769,37.441,54.526,120.708,101.884,16.258,14.105,37.127,139.671,28.02,40.276,37.878,73.875,39.328,66.894,43.716,53.899,83.014,45.932,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,2,4,4,4,3,1,1,4,5,5,3,3,2,1,1,1,1,1,9,29,No,$2.25 ,5,237.891,41.075,93.164,60.515,122.229,226.779,1.631,1.571,4.97,2.925,226.779,28.997,17.392,58.901,119.239,1,3,2,4,2,,4,2,19,2,,Is it appropriate for you to keep your previous relationship secret in order to be able to keep your partner happy and keep the relationship alive?,1,,2,5,0,4,6,5,6,7,7,7,6,22,26,27,83,One of the questions was a bit of a leading question in my opinion. It was the one about abortion that asked if it is right to abort the child in order to better the mother's life.,Yes,1
R_8GrKS9tW8EZRSPb,Default Response Set,Anonymous,1,0,11/3/15 18:48,11/3/15 19:24,1,,,,1,,,,1,1,,,1,Alemn,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,38.392,65.364,52.559,76.847,27.648,53.204,73,43.743,65.336,63.893,65.705,65.296,27.457,95.746,14.947,43.946,63.943,44.095,63.275,44.626,36.739,55.789,64.379,64.339,25.85,94.335,13.742,39.12,62.915,42.506,62.135,61.746,37.457,51.329,75.288,26.585,51.645,71.182,33.846,64.027,36.739,55.789,64.379,64.339,25.85,94.335,13.742,39.12,62.915,42.506,62.135,61.746,37.457,51.329,75.288,26.585,51.645,71.182,33.846,64.027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,4,2,3,1,4,4,3,3,1,1,1,1,1,4,29,no,$2.25 ,3,104.648,88.829,26.035,48.202,103.842,101.902,5.923,17.451,37.222,76.623,104.133,49.86,17.451,37.222,76.623,2,4,1,1,1,4,,2,21,1,The questions about driving and whether or not I swerve to miss the baby and the mother,Is it appropriate for you to keep your affair secret so that you can remain happy with your partner and and keep the relationship alive?,1,,2,18,1,5,5,5,5,7,7,7,7,30,20,10,40,No,Yes,1
R_2lOIFH2nG5ioaah,Default Response Set,Anonymous,1,0,11/3/15 19:07,11/3/15 19:42,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,86.681,27.472,85.044,18.154,26.696,48.719,47.114,121.088,64.242,61.225,17.762,40.184,47.949,48.314,58.21,52.867,26.936,37.873,20.333,42.238,80.721,34.068,16.285,38.812,45.906,45.663,53.266,51.801,25.333,36.613,18.436,25.639,2.034,43.45,15.451,25.669,47.349,45.492,83.757,30.586,83.123,58.874,16.285,38.812,45.906,46.503,53.266,51.801,25.333,36.613,19.234,25.639,40.669,83.753,15.451,25.669,47.349,45.492,83.757,63.23,2,2,1,1,1,3,1,1,1,1,2,1,2,3,1,1,1,1,1,2,4,1,5,3,1,1,4,1,1,5,5,2,1,1,1,1,1,4,32,No. No es justo decir que las rosas son flores simplemente porque tienen ptalos.,La ensalada cuesta $4.50.,3 horas.,53.566,80.659,80.835,78.138,52.485,0.862,78.902,15.565,40.276,46.068,50.037,78.902,77.855,76.409,46.068,7,1,13,3,1,4,,1,19,1,The scenario on tuition.,Is it appropriate to keep a secret from your prior relationship to keep (maintain) your current partner happy and maintain the relationship?,1,,1,13,0,6,6,5,5,7,7,7,7,28,18,20,43,"This was a cool study! More diverse scenarios would have been cool, some of them were repeated.",Yes,1
R_e9kfGg9LSs84gKx,Default Response Set,Anonymous,1,0,11/3/15 19:01,11/3/15 20:11,1,,,,1,,,,1,1,,,1,Portugues,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,67.11,33.819,32.966,573.389,52.314,33.722,98.296,23.635,66.975,439.891,30.645,50.768,551.144,33.88,48.053,46.283,62.904,132.003,16.584,38.717,64.571,438.708,2.987,48.982,92.277,31.95,11.796,43.311,56.293,27.939,13.261,32.045,26.918,30.545,233.422,50.089,32.419,97.153,21.382,60.146,64.571,438.708,28.717,48.982,549.083,31.95,44.942,45.058,56.293,131.051,15.952,32.045,26.918,30.545,572.013,50.089,32.419,97.153,21.382,60.146,1,1,13,1,40,1,16,2,1,16,2,1,1,1,16,1,1,1,1,1,4,2,4,4,2,2,2,4,2,4,4,4,1,1,1,1,1,5,30,No,2.25,4,1093.929,24.836,25.537,34.83,32.692,3.116,3.698,1.789,3.26,4.391,897.161,24.366,1.789,3.26,4.391,13,3,1,1,1,,4,1,19,2,,Is it appropriate for you to keep your previous relationship a secret in order to keep your partner happy and keep the relationship going?,1,,1,14,1,6,6,6,6,7,7,7,7,0,5,55,30,,Yes,1
R_6flywa1hIUKBQTb,Default Response Set,Anonymous,1,0,11/3/15 15:55,11/3/15 20:27,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,69.096,328.423,53.648,8.963,27.166,31.596,49.223,79.451,4.486,54.715,35.92,25.5,36.514,18.196,5.876,21.129,29.105,25.213,31.476,24.599,68.123,53.602,31.458,22.577,34.925,16.918,4.935,17.618,27.91,23.178,29.901,302.709,23.415,52.343,7.167,25.537,30.27,47.44,73.665,3.262,68.123,53.602,31.458,22.577,35.531,16.918,4.935,17.618,27.91,23.178,29.901,327.582,23.415,52.343,7.527,26.76,30.27,47.44,73.665,3.262,1,1,1,1,2,1,1,1,1,1,1,11,1,1,2,2,1,1,1,1,4,1,4,4,1,1,4,3,2,4,4,3,1,1,1,1,1,4,1,Si,$2.25 ,63,91.512,27.055,18.231,31.655,85.454,0.899,0.82,8.841,1.207,6.827,88.136,0.82,8.841,25.854,6.827,2,1,1,3,1,,4,2,18,2,,Is it appropriate to keep a secret from your partner in order to maintain a happy relationship?,1,,1,11,2,4,5,6,4,7,7,7,7,0,20,20,20,,Yes,1
R_9HpBjYwPerhkx3n,Default Response Set,Anonymous,1,0,11/3/15 20:06,11/3/15 20:51,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,51.543,84.005,83.058,22.183,43.199,35.252,48.213,68.016,97.348,45.75,46.173,166.551,80.14,198.729,29.449,17.7,30.918,99.716,62.705,53.903,47.741,43.83,45.097,164.922,77.453,196.632,26.19,13.937,29.552,96.989,59.713,82.334,51.207,81.64,19.035,39.27,31.941,46.308,59.607,95.894,47.741,43.83,45.097,164.922,77.453,196.632,26.19,13.937,29.552,96.989,59.713,82.334,51.207,81.64,19.805,39.27,31.941,46.308,59.607,95.894,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,4,3,1,1,3,2,2,4,4,3,1,1,1,1,1,4,30,no ,2.25,3 horas,173.379,103.605,45.508,35.953,118.217,23.212,2.017,16.546,2.832,9.16,169.802,2.017,16.546,2.832,97.126,4,1,1,1,2,,4,2,20,2,,Is it appropriate to keep a secret of your previous relationship from your partner so you can keep your partner happy and keep the relationship,1,,1,14,2,4,5,6,5,7,7,7,7,9,20,30,65,,Yes,1
R_38UJWlCWOKjGoux,Default Response Set,Anonymous,1,0,11/3/15 20:29,11/3/15 20:51,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,33.178,45.562,30.134,48.097,29.56,30.576,35.078,67.536,51.442,38.218,39.953,29.824,29.462,68.116,15.055,34.977,30.425,37.643,27.201,18.32,31.898,34.314,37.714,28.631,28.194,64.848,13.288,33.427,27.884,35.45,26.084,40.018,15.635,28.954,46.797,28.473,29.407,34.01,66.373,45.458,31.898,34.314,37.714,28.631,28.194,66.904,13.288,33.427,29.37,35.45,26.084,40.018,17.255,28.954,46.797,28.473,29.407,34.01,66.373,49.926,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,4,4,3,4,4,4,3,3,2,4,3,4,4,1,1,1,1,1,4,29,No,$2.25 ,5 horas,32.453,39.976,22.224,30.505,99.09,10.051,1.503,3.013,2.634,18.673,10.051,30.415,3.013,2.634,95.252,1,3,1,1,2,4,,2,20,2,,Is it appropriate to you to keep your past relationship secret in order to keep your partner happy and keep the relationship alive?,1,,1,12,0,5,5,7,6,7,7,7,7,9,9,20,25,,Yes,1
R_3e1fwDaS3fedPGl,Default Response Set,Anonymous,1,0,11/3/15 20:16,11/3/15 20:55,1,,,,1,,,,1,1,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,49.718,47.416,38.113,54.082,27.829,43.88,55.976,47.047,59.902,67.452,35.192,41.531,48.674,53.626,26.712,43.463,53.507,49.307,35.279,59.523,44.047,66.576,34.287,40.762,47.788,52.469,25.939,42.129,52.681,48.303,32.925,46.643,58.742,37.326,53.187,26.884,43.05,54.299,45.986,59.036,44.047,66.576,34.287,40.762,47.788,52.469,25.939,42.129,52.681,48.303,32.925,46.643,58.742,37.326,53.187,26.884,43.05,54.299,45.986,59.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,2,4,5,2,2,4,3,5,1,1,1,1,1,3.5,1,si,5.5= x+1+x / 4.5=2x / x=2.25 / la sopa cuesta $2.25. ,tomaria 12 horas.,515.396,76.649,21.088,99.047,40.924,37.002,69.355,19.061,13.132,19.345,62.065,69.355,19.061,13.132,39.878,3,1,1,1,3,,4,1,18,2,,is it appropriate to keep in secret your previous relationship to be able to keep your new partner happy and your relationship alive?,1,,2,10,36,7,7,7,7,7,7,7,7,52,19,5,27,revise the grammar. i found a couple mistakes in one of the questions and in some of the readings.,Yes,1
R_eb41egIONlzriFT,Default Response Set,Anonymous,1,0,11/3/15 16:01,11/3/15 20:57,1,,,,1,,,,1,1,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,1,2,61.434,66.343,82.756,80.299,43.813,9.322,10.056,49.677,50.258,67.073,186.285,48.071,62.097,232.457,161.472,146.898,101.298,61.644,32.257,21.091,53.765,47.062,140.921,46.926,61.228,229.663,160.242,143.951,96.272,60.749,31.351,65.279,19.3,81.152,73.752,40.855,8.544,8.915,48.605,49.38,53.765,47.062,185.023,46.926,61.228,229.663,160.242,143.951,100.376,60.749,31.351,65.279,19.3,81.152,73.752,40.855,8.544,8.915,48.605,49.38,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,3,5,4,3,2,4,1,1,1,1,1,4,29,No,2.25,5,63.55,314.145,40.973,150.57,148.209,61.068,24.683,27.989,13.487,73.139,61.068,28.354,27.989,13.487,73.139,1,2,1,1,1,4,,2,22,1,"The scenarios about going back in time are common ones brought up online. Also, the ones about avoiding hitting one person and hitting another person remind me of the trolley problem. ",Is it appropriate for you to keep your previous relationship a secret in order to keep your partner happy and keep the relationship alive?,1,,1,11,1,5,5,5,4,7,7,7,7,0,10,20,22,I liked that the sentences related to each other in a scenario so even if I didn't understand all of the words I was able to figure out what few words I didn't know to understand the overall scenario,Yes,1
