V1,V2,V3,V4,V5,V7,V8,V9,V10,Source,Code,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,status,Native_1,Native_2,Native_3,Native_3_TEXT,Speak_1,Speak_2,Speak_5,Speak_5_TEXT,Home,MariaEN,AlexEN,Consent,Intro,ScenN1,ScenN2,ScenN3,ScenN4,ScenN5,ScenN6,ScenN7,ScenN8,ScenN9,ScenN10,ScenN11,ScenN12,ScenN13,ScenN14,ScenN15,ScenN16,ScenN17,ScenN18,ScenN19,ScenN20,Scenario1,Scenario2,Scenario3,Scenario4,Scenario5,Scenario6,Scenario7,Scenario8,Scenario9,Scenario10,Scenario11,Scenario12,Scenario13,Scenario14,Scenario15,Scenario16,Scenario17,Scenario18,Scenario19,Scenario20,dv1,dv3,dv5,dv7,dv9,dv11,dv13,dv15,dv17,dv19,dv2,dv4,dv6,dv8,dv10,dv12,dv14,dv16,dv18,dv20,time_11,time_21,time_31,time_41,time_12,time_22,time_32,time_42,time_13,time_23,time_33,time_43,time_14,time_24,time_34,time_44,time_15,time_25,time_35,time_45,time_16,time_26,time_36,time_46,time_17,time_27,time_37,time_47,time_18,time_28,time_38,time_48,time_19,time_29,time_39,time_49,time_110,time_210,time_310,time_410,time_111,time_211,time_311,time_411,time_112,time_212,time_312,time_412,time_113,time_213,time_313,time_413,time_114,time_214,time_314,time_414,time_115,time_215,time_315,time_415,time_116,time_216,time_316,time_416,time_117,time_217,time_317,time_417,time_118,time_218,time_318,time_418,time_119,time_219,time_319,time_419,time_120,time_220,time_320,time_420,Q42,Q44,gender,age_1,familiar,familiar2,Q36,Q47,Q47_TEXT,Q49,Q51_1,Q53_1,Q55_1,Q55_2,Q55_3,Q55_4,Q55_5,Q55_6,Q55_7,Q55_8,Q57_1,Q57_2,Q57_3,Q57_4,comments,Q31,Include
R_UbXb1AQQ3z2r3eV,Default Response Set,Anonymous,165,1,0,9/8/16 5:23,9/8/16 5:50,1,3578,A343Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,50.964,50.964,52.502,1,31.909,31.909,33.146,1,18.495,18.495,34.155,1,2.413,77.904,80.102,3,35.21,35.21,37.141,1,40.053,40.053,41.656,1,3.847,185.698,186.798,6,27.623,78.378,81.418,4,9.099,52.89,53.529,2,6.761,57.158,58.708,3,11.875,11.875,17.705,1,7.626,51.546,52.704,2,30.717,30.717,32.546,1,27.01,27.01,32.986,1,29.991,29.991,36.257,1,43.87,43.87,44.917,1,17.378,17.378,18.604,1,35.67,60.204,61.445,2,4.378,86.573,87.573,2,42.41,43.368,44.001,2,4,,1,20,1,The ones with the doctor and the deadly medicine,Would you push the worker in front of the train to save five persons?,1,,2,7,1,7,7,6,6,5,6,6,5,2,25,45,40,,1,1
R_31uQhsCmBrqrDgY,Default Response Set,Anonymous,166,1,0,9/8/16 6:58,9/8/16 7:17,1,8932,A789Y,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,23.792,24.909,27.436,2,50.654,50.654,52.065,1,32.095,32.095,37.647,1,22.511,22.511,24.625,1,38.583,38.583,39.508,1,39.723,40.102,41.336,2,13.007,56.664,60.971,2,17.527,17.527,18.335,1,49.739,49.739,50.524,1,22.913,22.913,24.774,1,11.632,11.632,14.362,1,38.095,38.095,51.822,1,15.368,15.368,19.117,1,15.15,15.15,17.674,1,57.826,57.826,59.669,1,31.377,31.377,32.15,1,39.148,39.148,40.075,1,24.743,24.743,69.806,1,22.493,22.493,24.706,1,31.362,31.362,33.299,1,,4,1,24,2,,Would you thrust the worker in front of the Train to save five People?,1,,1,12,2,7,7,7,7,5,5,6,5,0,60,75,40,,1,1
R_1daBdvEjTA9THCG,Default Response Set,Anonymous,167,1,0,9/8/16 6:31,9/8/16 7:21,1,7004,A628B,,,,,,,,,,,,,,,,,,,,,complete,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,132.325,132.325,137.411,1,68.012,68.012,70.765,1,55.937,55.937,58.302,1,97.771,97.771,99.858,1,78.247,78.247,80.673,1,64.01,64.01,65.526,1,100.324,100.324,102.506,1,80.017,80.017,82.648,1,1.449,95.53,96.927,2,87.354,87.354,89.306,1,41.834,41.834,43.922,1,62.675,62.675,65.149,1,47.189,47.189,49.737,1,48.738,48.738,51.127,1,130.763,130.763,132.135,1,106.309,106.309,109.487,1,55.695,55.695,58.205,1,71.579,71.579,74.671,1,58.234,58.234,60.369,1,152.762,152.762,155.175,1,,4,1,26,1,The train situation. Its a classical moral Dilemma.,Would you push the workers in front of the train to save five people?,1,,1,13,0,6,6,6,5,6,6,5,5,20,43,60,62,,1,1
R_OjsUDzQ1ceGVmXn,Default Response Set,Anonymous,168,1,0,9/8/16 2:53,9/8/16 4:38,0,7698,A686B,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,43.457,43.457,49.758,1,37.014,37.014,52.323,1,0.461,0.461,1.097,1,0.661,0.661,1.403,1,0.505,0.672,1.349,2,0.593,0.593,1.323,1,16.421,83.148,83.832,4,0.549,0.549,1.181,1,0.691,0.988,1.946,2,0.777,0.777,3.104,1,0.549,0.549,1.289,1,67.832,67.832,68.59,1,49.68,49.68,50.78,1,0.439,0.439,1.14,1,0.757,0.98,1.963,2,0.707,0.707,1.821,1,0.757,0.757,1.469,1,0.721,0.721,1.36,1,42.399,42.399,43.78,1,64.145,65.065,65.439,2,,4,1,19,2,,ja,1,,3,6,36,7,7,7,3,5,7,5,3,0,0,20,81,,,1
R_OJ54ATOSmVIKAgN,Default Response Set,Anonymous,169,1,0,9/8/16 2:51,9/8/16 4:01,0,8778,A776B,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,60.283,60.283,62.458,1,51.77,51.77,54.938,1,45.282,45.282,47.65,1,88.385,88.385,90.866,1,97.269,97.269,100.141,1,63.617,63.617,65.825,1,64.063,64.063,67.544,1,53.263,53.263,56.873,1,94.175,94.175,96.254,1,60.082,60.082,62.538,1,65.845,65.845,68.133,1,56.415,56.415,58.488,1,38.4,38.4,40.153,1,86.595,86.595,88.235,1,68.512,68.536,70.64,2,103.928,103.928,106.184,1,36.974,36.974,38.749,1,97.451,97.451,100.222,1,40.82,40.82,42.999,1,63.242,63.242,65.049,1,,3,2,57,1,hospital virus,of the train initiated to rescue five people,1,,1,10,6,7,7,7,7,4,4,4,4,19,60,59,70,no,,1
R_3jTdFYof1t91DD5,Default Response Set,Anonymous,170,1,0,9/8/16 2:45,9/8/16 3:01,0,5091,Z469Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,17.864,17.864,19.398,1,24.405,24.405,25.883,1,12.627,12.627,15.076,1,27.567,27.567,32.283,1,26.261,26.261,27.703,1,17.857,17.857,19.109,1,32.593,32.593,33.742,1,69.695,69.695,71.248,1,73.497,73.497,75.521,1,58.382,58.382,59.675,1,19.01,19.01,20.336,1,12.687,12.687,15.392,1,15.349,15.349,16.912,1,30.174,30.174,31.293,1,38.881,38.881,40.349,1,8.292,8.292,10.745,1,25.992,25.992,28.76,1,16.386,16.386,17.787,1,19.225,19.225,21.27,1,21.565,21.565,23.32,1,4,,2,37,2,,Would you keep the workers before the train to save five people?,1,,3,12,0,7,7,7,7,6,6,6,6,0,70,50,50,,,1
R_UavDYRia25ShkpX,Default Response Set,Anonymous,171,1,0,9/8/16 2:46,9/8/16 3:17,0,4119,Z388B,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,5.357,5.357,6.41,1,32.266,32.266,33.353,1,4.095,4.095,5.103,1,15.704,30.383,35.026,2,7.645,7.645,8.464,1,44.218,44.218,45.504,1,134.197,184.59,185.865,2,6.02,6.02,7.849,1,50.175,504.878,506.127,4,3.048,3.694,5.008,2,13.428,13.428,14.543,1,25.572,25.572,132.679,1,20.746,20.746,21.875,1,233.085,245.326,246.202,2,4.368,4.368,5.264,1,35.524,35.524,37.423,1,24.456,24.456,25.26,1,3.524,3.524,4.453,1,14.934,15.773,16.234,2,38.062,38.062,39.058,1,,4,1,27,2,,Would you push a worker before a train to sace five people?,1,,1,10,0,7,7,7,7,6,6,7,6,0,40,40,90,,,1
R_3MoDSjgQKvX0mYM,Default Response Set,Anonymous,172,1,0,9/8/16 2:58,9/8/16 3:11,0,3538,A339Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,12.053,14.678,15.949,2,29.721,29.721,31.148,1,2.314,2.314,3.703,1,9.722,9.722,10.993,1,23.387,23.387,24.548,1,2.216,2.892,4.537,2,13.334,20.928,21.945,3,11.379,11.379,16.231,1,32.489,32.489,33.898,1,3.643,3.643,4.918,1,3.807,3.807,5.145,1,5.418,5.418,6.354,1,2.877,2.877,4.098,1,8.949,8.949,11.853,1,5.035,5.035,6.315,1,54.98,54.98,56.223,1,8.303,8.303,12.644,1,2.482,2.482,3.983,1,2.138,2.138,3.381,1,4.255,4.255,6.59,1,4,,1,24,2,,Would You push the worker off the train in order to save five people?,1,,1,11,0,7,7,7,7,5,6,6,5,2,15,29,63,,,1
R_12hZd0szXlQYJkT,Default Response Set,Anonymous,173,1,0,9/8/16 2:52,9/8/16 4:36,0,3973,Z376B,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,3,2,1,1,2,2,3,3,1,1,3,1,2,3.953,3.953,5.331,1,10.816,10.816,11.807,1,3.735,3.735,5.754,1,7.23,7.23,9.429,1,8.183,8.183,8.942,1,3.259,3.259,4.952,1,9.683,9.683,11.084,1,4.669,4.669,5.94,1,10.922,10.922,12.074,1,5.816,12.257,13.098,3,4.601,5.279,6.131,2,9.596,9.596,10.476,1,7.952,7.952,9.313,1,48.347,48.347,55.473,1,5.4,5.4,6.419,1,7.626,7.626,8.671,1,9.368,9.368,10.329,1,9.006,9.006,10.006,1,4.281,4.281,5.269,1,19.848,19.848,21.12,1,4,,2,18,2,,Es ist situations abhngig,1,,1,11,2,7,7,7,7,4,4,4,4,0,9,8,9,,,1
R_2sZ9JjUPa0Zg29I,Default Response Set,Anonymous,174,1,0,9/8/16 3:12,9/8/16 3:26,0,417,Z79Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,22.335,22.335,23.337,1,9.409,9.409,10.494,1,17.238,17.238,18.445,1,28.491,28.491,30.632,1,13.543,17.735,18.54,2,19.302,19.302,20.175,1,21.834,22.291,23.464,2,11.369,11.369,12.358,1,15.783,15.783,19.045,1,25.559,25.559,27.294,1,14.035,14.035,15.113,1,11.244,11.244,13.042,1,18.939,20.067,20.4,2,14.018,14.018,14.944,1,27.547,27.547,28.777,1,12.774,12.774,16.525,1,14.694,14.694,15.447,1,8.963,8.963,11.136,1,10.968,10.968,12.191,1,9.581,9.581,10.62,1,,4,1,24,1,Trolley problem,Would you push the worker in front of the train in order to save five persons?,1,,1,10,3,7,7,7,7,5,6,7,6,0,0,55,65,no,,1
R_R2g4O1ovIZR02xr,Default Response Set,Anonymous,175,1,0,9/8/16 2:59,9/8/16 3:10,0,1351,Z157Y,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,3.505,3.505,4.444,1,15.799,15.799,16.826,1,15.575,15.575,16.446,1,22.066,23.674,24.869,2,18.853,18.853,19.665,1,47.028,47.028,47.893,1,6.16,6.647,7.558,2,20.698,20.698,21.579,1,14.273,14.273,15.304,1,27.978,27.978,28.916,1,8.605,8.605,9.35,1,7.074,7.074,7.846,1,13.776,13.776,15.054,1,7.333,7.333,8.465,1,25.152,25.152,26.163,1,7.073,7.073,7.975,1,25.845,25.845,26.825,1,20.598,20.598,21.695,1,15.261,15.261,16.487,1,137.717,137.717,139.001,1,3,,1,44,2,,No.,1,,1,10,2,7,7,7,7,5,5,5,5,20,21,30,20,No.,,1
R_2pSToAi2dABVWFx,Default Response Set,Anonymous,176,1,0,9/8/16 2:45,9/8/16 3:21,0,3396,A328B,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,92.74,115.06,116.258,3,43.134,43.134,44.219,1,78.653,78.653,79.655,1,41.138,41.138,42.63,1,25.583,25.583,26.996,1,66.948,66.948,68.183,1,52.752,52.752,54.359,1,25.38,25.38,27.032,1,61.779,61.779,63.635,1,29.791,29.791,30.892,1,27.092,27.092,33.677,1,12.328,12.328,17.257,1,49.489,49.489,51.492,1,35.583,35.583,49.352,1,34.724,34.724,36.369,1,36.412,36.412,37.967,1,52.219,52.219,64.624,1,14.304,14.304,15.62,1,37.826,37.826,39.035,1,33.134,33.134,34.39,1,4,,1,29,2,,Would you push the worker in front of the train to save five people?,1,,2,2,1,7,7,7,7,6,7,7,7,5,15,70,80,"As always with surveys I missed some details or possibilities for certain questions. The doctor tasks were especially hard to answer, because you can never know for sure, that the surgery would be a success and you end up killing a person and failing to save the others, so it might only be death all around in the end. Even the assumption, that it was a 100 % success, was impossible for me, because I know that something can go wrong and the guy in the coma might wake up, if I don't kill him. His rights are the rights of us all and I wouldn't want to be killed in his position (possibly aware all the time). So it's really bad luck there, that the others had the accident (possibly their own fault), but I couldn't betray my principles without better reason. I let the immune guy pass, because his blood might contain the key to an antidote. So I would escort his boat and call coast guards to evacuate the harbor and prepare a quarantine for the man where doctors can research the virus and his immune system. So in most cases I was asking myself: ""Oookay, I wouldn't give up on the options 'shouting', 'finding another way' and 'finding something else' than the next human being I can find to throw it in (WTF?)"" - Okay, enough feedback. I wish you success with your studies.",,1
R_3palfozNSERkWjS,Default Response Set,Anonymous,177,1,0,9/8/16 2:59,9/8/16 3:07,0,8862,A783Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1.615,4.52,9.434,2,2.1,4.811,6.667,3,2.336,5.545,6.679,3,2.713,8.34,10.022,2,1.18,12.067,14.164,2,1.757,4.442,4.817,3,2.156,4.511,5.829,2,1.43,18.903,19.768,2,3.478,6.212,7.528,3,4.134,6.257,7.526,2,1.9,7.411,8.567,2,2.094,4.46,6.752,2,1.903,4.319,5.586,3,3.218,22.924,26.086,4,3.953,6.919,8.223,2,2.464,4.43,5.417,2,1.035,6.696,17.673,3,2.878,19.698,21.076,2,1.666,11.686,12.893,4,2.19,3.85,5.276,2,4,,2,23,2,,"Would you push the worker in front of the train, to save 5 people?",1,,1,10,0,7,7,7,7,5,6,6,5,0,0,62,36,,,1
R_2P1JfRCsi7VVdxg,Default Response Set,Anonymous,178,1,0,9/8/16 2:59,9/8/16 3:10,0,1336,A156B,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,24.495,24.495,26.123,1,11.037,11.037,12.079,1,12.743,12.743,13.746,1,20.257,20.257,22.295,1,16.585,16.585,18.684,1,14.707,14.707,15.992,1,11.562,11.562,12.62,1,15.86,15.86,17.152,1,23.173,23.173,24.232,1,10.782,10.782,12.11,1,9.843,9.843,11.14,1,60.631,60.631,61.903,1,9.343,9.343,11.202,1,21.756,21.756,28.56,1,23.618,23.618,25.019,1,16.83,16.83,19.545,1,17.678,17.678,18.795,1,12.18,12.18,13.737,1,10.026,10.026,11.044,1,22.284,22.284,23.511,1,,4,2,27,2,,Would you push the construction worker in front of the train to save five people?,1,,2,10,12,7,7,7,7,6,6,6,6,0,7,81,93,,,1
R_2sYGkuqbjJpEpBT,Default Response Set,Anonymous,179,1,0,9/8/16 2:51,9/8/16 3:12,0,6188,A560B,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,"Spanisch, Italienisch",2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,43.901,43.901,45.326,1,27.632,27.632,29.2,1,40.05,40.05,41.783,1,48.391,48.391,50.809,1,27.678,27.678,33.169,1,41.561,41.561,46.901,1,43.365,43.365,44.828,1,54.522,54.522,55.527,1,37.426,37.426,39.19,1,52.659,52.659,60.961,1,25.475,25.475,27.168,1,44.797,44.797,46.027,1,29.142,29.142,30.737,1,23.705,23.705,25.42,1,89.919,89.919,91.433,1,39.892,39.892,41.65,1,37.601,37.601,39.458,1,27.375,27.375,29.991,1,33.78,33.78,35.393,1,34.075,34.075,35.9,1,,4,2,48,2,,Would you push the worker in front of the train to save five persons.,1,,1,10,0,7,7,7,7,5,5,5,4,0,0,17,16,,,1
R_27jwrsMzLnlwtyp,Default Response Set,Anonymous,180,1,0,9/8/16 2:53,9/8/16 3:02,0,4538,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,25.497,25.497,30.599,1,19.123,19.123,20.443,1,42.225,42.225,44.056,1,5.45,5.45,6.961,1,20.292,20.292,21.783,1,24.736,24.736,26.807,1,21.701,21.701,23.117,1,7.061,7.061,9.029,1,31.886,31.886,33.654,1,9.509,9.509,11.063,1,7.809,7.809,9.473,1,15.911,15.911,17.308,1,14.489,14.489,15.744,1,23.185,23.185,24.674,1,28.554,28.554,30.078,1,3.784,3.784,5.553,1,7.008,7.008,8.487,1,19.787,19.787,21.336,1,20.935,20.935,22.342,1,4.314,4.314,6.072,1,4,,1,71,1,,,,,,,,,,,,,,,,,,,,,,2
R_3oAqsOuPK9ACodj,Default Response Set,Anonymous,181,1,0,9/8/16 3:06,9/8/16 3:38,0,4538,A423Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,3.42,3.42,5.213,1,2.364,2.364,3.566,1,1.961,1.961,3.413,1,2.066,2.066,3.626,1,2.158,2.158,3.555,1,2.616,2.616,4.066,1,5.213,5.213,6.841,1,2.322,2.322,3.622,1,2.304,2.304,3.825,1,4.791,4.791,6.149,1,3.133,3.133,4.377,1,2.823,2.823,4.274,1,3.86,3.86,6.076,1,2.868,2.868,3.94,1,2.817,2.817,4.219,1,4.254,4.254,5.487,1,4.819,4.819,6.27,1,2.741,4.418,7.353,2,2.762,2.762,4.251,1,2.754,2.754,4.224,1,,4,1,71,2,,Woud you kick the worker under the train to rescue 5 persons,1,,3,18,0,6,6,6,6,2,3,2,2,0,0,8,0,,,1
R_21sTPiutjWjRM7j,Default Response Set,Anonymous,182,1,0,9/8/16 2:56,9/8/16 3:15,0,9194,A811Y,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,18.316,18.316,19.942,1,31.287,31.287,33.158,1,22.703,22.703,24.87,1,34.539,34.539,36.802,1,61.114,61.114,63.385,1,16.886,16.886,19.018,1,17.911,17.911,20.164,1,28.455,28.455,29.996,1,37.825,37.825,39.67,1,17.647,17.647,20.617,1,21.013,21.013,23.43,1,17.528,17.528,19.548,1,31.272,31.272,33.816,1,25.77,25.77,27.534,1,43.821,43.821,45.813,1,7.984,7.984,10.303,1,26.395,26.395,29.054,1,18.214,18.214,20.335,1,9.499,9.499,14.389,1,29.46,29.46,31.183,1,,4,1,20,2,,Would the workers from before the train to save five people ?,1,,1,9,0,7,7,7,7,7,6,6,5,8,18,38,16,no,,1
R_pxsZRDqOciWCVdn,Default Response Set,Anonymous,183,1,0,9/8/16 2:52,9/8/16 3:34,0,3071,,,,,,,,,,,,,,,,,,,,,,,1,,1,Russische ,1,1,,,2,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,122.962,122.962,123.829,1,83.699,83.699,84.515,1,74.85,74.85,75.661,1,162.159,162.159,163.045,1,114.67,114.67,115.501,1,81.442,81.442,82.312,1,97.436,97.436,104.604,1,134.552,134.552,153.372,1,80.846,80.846,85.022,1,147.66,147.66,148.735,1,45.709,45.709,46.54,1,88.806,88.806,91.211,1,52.1,52.1,53.137,1,78.938,78.938,79.822,1,144.345,144.345,145.227,1,113.418,113.418,114.383,1,121.85,121.85,123.716,1,82.166,82.166,84.136,1,135.043,135.043,136.493,1,71.669,71.669,72.487,1,4,,1,30,1,,,,,,,,,,,,,,,,,,,,,,2
R_3s03iSf8f16jPky,Default Response Set,Anonymous,184,1,0,9/8/16 3:04,9/8/16 3:22,0,1911,Z204B,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,13.809,13.809,15.757,1,37.064,37.064,39.236,1,33.353,33.353,34.49,1,35.642,35.642,37.812,1,40.548,40.548,42.449,1,38.808,38.808,41.303,1,27.667,27.667,29.915,1,32.963,32.963,35.915,1,4.273,4.273,6.869,1,63.339,63.339,66.046,1,18.874,18.874,20.182,1,5.479,5.479,13.252,1,23.1,23.1,25.036,1,21.069,21.069,22.313,1,6.565,6.565,7.732,1,25.66,43.152,44.24,2,53.613,53.613,55.717,1,23.242,23.242,24.899,1,26.802,26.802,28.06,1,40.267,40.267,42.833,1,,4,2,50,2,,Would you push the worker in front of the train to save five people?,1,,1,10,20,7,7,7,7,6,7,7,6,15,53,53,66,no,,1
R_2xzqp5jS8J87BvS,Default Response Set,Anonymous,185,1,0,9/8/16 3:03,9/8/16 3:17,0,3578,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,40.86,40.86,42.595,1,38.082,38.082,39.603,1,21.325,21.325,22.627,1,33.959,33.959,35.215,1,28.089,28.089,29.56,1,34.498,34.498,35.743,1,20.332,20.332,21.601,1,35.026,35.026,36.216,1,44.361,44.853,45.928,2,31.572,31.572,32.458,1,21.887,21.887,22.993,1,16.639,16.639,19.171,1,19.244,19.244,20.406,1,18.122,18.122,19.273,1,48.972,48.972,51.39,1,28.52,28.52,29.642,1,88.47,88.47,89.933,1,16.18,16.18,17.622,1,45.833,45.833,47.034,1,39.068,39.068,40.394,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2
R_2tbMGtTWGSdfdNS,Default Response Set,Anonymous,186,1,0,9/8/16 3:03,9/8/16 4:08,0,5169,Z475Y,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,24.662,24.662,26.69,1,34.428,34.428,35.597,1,54.573,54.573,55.769,1,39.347,39.347,42.835,1,37.248,37.248,38.261,1,36.381,36.381,38.704,1,35.557,35.557,36.481,1,38.849,38.849,40.572,1,29.316,29.316,30.926,1,43.112,43.112,44.471,1,15.677,15.677,16.795,1,29.888,29.888,30.731,1,50.933,50.933,51.973,1,22.157,22.157,23.521,1,43.747,43.747,45.373,1,40.312,40.312,41.467,1,30.748,30.748,34.485,1,21.489,21.489,24.003,1,27.239,27.239,28.132,1,30.235,31.021,31.462,2,,4,1,28,1,The ones with the train,Would you push the worker in front of the train to save the lifes of five people?,1,,1,11,3,7,7,7,7,5,6,6,6,0,5,30,40,,,1
