ResponseID,ResponseSet,Name,Language,SID,Language1GERMANL12EnglishL2,ExclusionReason,Include,EmailAddress,Status,StartDate,EndDate,Finished,status,WhatisyournativelanguageGerman,WhatisyournativelanguageEnglish,WhatisyournativelanguageOther,WhatisyournativelanguageOtherTEX,v20,v21,v22,Whatlanguagesdoyouspeakataninter,v24,v25,v26,v27,v28,v29,GrowingupdidyouusealotofEnglisha,Pleasereadthetextbelowandanswert,v32,AgreementtoParticipateinResearch,Onthefollowingscreensyouwillseea,ScenariolmCurrentLoopNumberof201,ScenariolmCurrentLoopNumberof202,ScenariolmCurrentLoopNumberof203,ScenariolmCurrentLoopNumberof204,ScenariolmCurrentLoopNumberof205,ScenariolmCurrentLoopNumberof206,ScenariolmCurrentLoopNumberof207,ScenariolmCurrentLoopNumberof208,ScenariolmCurrentLoopNumberof209,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,ImaginethefollowinglmField31,ImaginethefollowinglmField32,ImaginethefollowinglmField33,ImaginethefollowinglmField34,ImaginethefollowinglmField35,ImaginethefollowinglmField36,ImaginethefollowinglmField37,ImaginethefollowinglmField38,ImaginethefollowinglmField39,ImaginethefollowinglmField310,ImaginethefollowinglmField311,ImaginethefollowinglmField312,ImaginethefollowinglmField313,ImaginethefollowinglmField314,ImaginethefollowinglmField315,ImaginethefollowinglmField316,ImaginethefollowinglmField317,ImaginethefollowinglmField318,ImaginethefollowinglmField319,ImaginethefollowinglmField320,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,dv10,dv11,dv12,dv13,dv14,dv15,dv16,dv17,dv18,dv19,dv20,Timing1FirstClick,Timing1LastClick,Timing1QuestionTextTimingPageSub,Timing1QuestionTextTimingClickCo,Timing2FirstClick,Timing2LastClick,Timing2QuestionTextTimingPageSub,Timing2QuestionTextTimingClickCo,Timing3FirstClick,Timing3LastClick,v105,v106,v107,Timing4LastClick,Timing4QuestionTextTimingPageSub,Timing4QuestionTextTimingClickCo,Timing5FirstClick,Timing5LastClick,Timing5QuestionTextTimingPageSub,Timing5QuestionTextTimingClickCo,Timing6FirstClick,Timing6LastClick,Timing6QuestionTextTimingPageSub,Timing6QuestionTextTimingClickCo,Timing7FirstClick,Timing7LastClick,Timing7QuestionTextTimingPageSub,Timing7QuestionTextTimingClickCo,Timing8FirstClick,Timing8LastClick,Timing8QuestionTextTimingPageSub,Timing8QuestionTextTimingClickCo,Timing9FirstClick,Timing9LastClick,Timing9QuestionTextTimingPageSub,Timing9QuestionTextTimingClickCo,Timing10FirstClick,Timing10LastClick,Timing10QuestionTextTimingPageSu,Timing10QuestionTextTimingClickC,Timing11FirstClick,Timing11LastClick,Timing11QuestionTextTimingPageSu,Timing11QuestionTextTimingClickC,Timing12FirstClick,Timing12LastClick,Timing12QuestionTextTimingPageSu,Timing12QuestionTextTimingClickC,Timing13FirstClick,Timing13LastClick,Timing13QuestionTextTimingPageSu,Timing13QuestionTextTimingClickC,Timing14FirstClick,Timing14LastClick,Timing14QuestionTextTimingPageSu,Timing14QuestionTextTimingClickC,Timing15FirstClick,Timing15LastClick,Timing15QuestionTextTimingPageSu,Timing15QuestionTextTimingClickC,Timing16FirstClick,Timing16LastClick,Timing16QuestionTextTimingPageSu,Timing16QuestionTextTimingClickC,Timing17FirstClick,Timing17LastClick,Timing17QuestionTextTimingPageSu,Timing17QuestionTextTimingClickC,Timing18FirstClick,Timing18LastClick,Timing18QuestionTextTimingPageSu,Timing18QuestionTextTimingClickC,Timing19FirstClick,Timing19LastClick,Timing19QuestionTextTimingPageSu,Timing19QuestionTextTimingClickC,Timing20FirstClick,Timing20LastClick,Timing20QuestionTextTimingPageSu,Timing20QuestionTextTimingClickC,Ignoranceisbliss,Itisbetternottoknowtoomuchaboutt,Inthiscomplicatedworldofourstheo,Thereisonlyonerightwaytodoanythi,Apersoneitherknowstheanswertoaqu,Youcanclassifyalmostallpeoplease,Peopleareeithergoodorbad,Lifeisbasicallythesamemostofthet,Thingsoftengowrongformebynofault,Iwouldfeelmuchbetterifmypresentc,Iamannoyedbyunhappypeoplewhojust,Peoplemaketoomuchofthefeelingsan,TherearesomepeopleIknowIwouldnev,Icanbecomfortablewithallkindsofp,ItÕsnotreallymyproblemifothersar,Aproblemhaslittleattractionforme,Itrytoanticipateandavoidsituatio,Ipreferjusttoletthingshappenrath,Simplyknowingtheanswerratherthan,Iamhesitantaboutmakingimportantd,IoftendonotunderstandpeopleÕsbeh,ItrytolookateverybodyÕssideofadi,WhenIÕmupsetatsomeoneIusuallytry,Ialwaystrytolookatallsidesofapro,BeforecriticizingsomebodyItrytoi,Isometimesfinditdifficulttoseeth,WhenIamconfusedbyaproblemoneofth,SometimesIgetsochargedupemotiona,WhenIlookbackonwhathashappenedto,WhenIlookbackonwhatÕshappenedtom,Ieithergetveryangryordepressedif,SometimesIdonÕtfeelverysorryforo,SometimesIfeelarealcompassionfor,Ioftenhavenotcomfortedanotherwhe,IdonÕtliketogetinvolvedinlisteni,TherearecertainpeoplewhomIdislik,Sometimeswhenpeoplearetalkingtom,IÕmeasilyirritatedbypeoplewhoarg,IfIseepeopleinneedItrytohelpthem,BittelesenSiedenuntenstehendenTe,v215,Pleaseindicateyourgender,Howoldareyouyearsold,Didanyofthescenariosseemfamiliar,Whichones,Pleasetranslatethefollowingstate,Whatisyourcountryoforigin,WhatisyourcountryoforiginTEXT,WhatwasthemethodofyourEnglishacq,Howoldwereyouwhenyoubeganlearnin,HowmanymonthshaveyouspentinanEng,Pleaseusethesliderstoindicatehow,v227,v228,v229,v230,v231,v232,v233,Ineachofthefollowingcontextsesti,v235,v236,v237,Finallyanyquestionscommentsorsug,ThankyouforyourparticipationThis,Source,Code,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264
R_3K7Z0Bv2R7NinGd,Default Response Set,Anonymous,1,173,1,None,Yes,,0,7/20/16 2:38,7/20/16 2:50,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,17.448,21.283001,22.806999,9,1.141,4.9180002,5.9829998,4,9.4219999,9.4219999,,,,16.573,22.559,9,29.313999,29.313999,30.569,1,2.0320001,2.9430001,3.244,2,9.533,9.533,10.701,1,8.2130003,8.2130003,9.0349998,1,27.405001,27.405001,28.632,1,21.504,21.504,22.826,1,13.729,13.729,14.745,1,10.194,27.931999,31.284,18,16.500999,31.407,32.344002,4,7.3699999,7.3699999,10.914,1,3.5829999,11.444,11.971,10,18.143,18.143,20.792,1,3.1429999,3.1429999,4.151,1,11.617,12.143,13.116,2,11.061,11.061,11.892,1,18.959999,20.469999,22.386,4,4,3,3,2,3,3,4,4,3,4,3,3,4,3,4,4,4,3,3,4,4,4,3,4,4,3,3,2,3,2,3,3,3,3,3,4,4,4,4,4,,1,29,2,,"Is it moraly correct to push the person next to you, to save the live of four outhers, also this would kill the one you pushed.",1,,1,12,0,7,7,7,7,3,5,5,2,0,0,32,8,,,1280,A151Y,22.806999,5.9829998,,22.559,30.569,3.244,10.701,9.0349998,28.632,22.826,14.745,31.284,32.344002,10.914,11.971,20.792,4.151,13.116,11.892,22.386
R_3qOi4PQZQuyqZil,Default Response Set,Anonymous,1,174,1,None,Yes,,0,7/20/16 3:35,7/20/16 4:34,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5.3080001,5.3080001,7.8189998,1,166.655,166.655,169.85699,1,139.375,139.375,,,,145.54401,148.55299,1,132.711,132.711,139.47701,1,680.96198,680.96198,683.02698,1,88.313004,88.313004,90.851997,1,4.1440001,4.1440001,6.177,1,144.008,144.008,146.112,1,129.42999,129.42999,132.847,1,61.195,61.195,64.378998,1,2.079,2.079,4.2340002,1,3.349,3.349,5.6209998,1,3.5999999,3.5999999,6.7509999,1,3.355,3.355,5.3829999,1,4.711,4.711,6.967,1,87.935997,87.935997,91.450996,1,98.736,98.736,103.4,1,191.23,202.717,209.548,2,24.886999,24.886999,27.044001,1,5,5,5,5,5,5,5,2,2,5,5,3,5,1,2,3,5,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,2,,2,54,2,,nein,1,,2,54,,7,7,7,7,1,1,1,1,61,70,36,30,,,2559,Z258B,7.8189998,169.85699,,148.55299,139.47701,683.02698,90.851997,6.177,146.112,132.847,64.378998,4.2340002,5.6209998,6.7509999,5.3829999,6.967,91.450996,103.4,209.548,27.044001
R_4Gf3qNGciDTGGNL,Default Response Set,Anonymous,1,175,1,None,Yes,,0,7/20/16 3:19,7/20/16 3:40,0,Complete,1,,,,,,,,1,,,,1,Spanisch,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,26.774,26.774,29.566999,1,24.184,24.184,26.153,1,5.3369999,5.3369999,,,,44.490002,45.571999,1,16.684999,16.684999,20.046,1,26.124001,26.124001,27.653,1,16.922001,16.922001,18.25,1,23.024,23.024,23.926001,1,6.5419998,6.5419998,7.4640002,1,149.51401,149.51401,164.028,1,18.25,18.25,19.461,1,20.488001,20.488001,21.674,1,15.54,15.54,16.358,1,18.127001,18.127001,18.910999,1,118.844,120.068,121.02,2,11.575,11.575,12.685,1,18.927999,18.927999,19.900999,1,6.1020002,6.1020002,7.559,1,29.146,29.146,30.073999,1,9.1700001,9.1700001,10.139,1,2,2,2,2,3,2,1,3,2,2,4,1,4,3,1,1,1,3,2,4,2,5,5,5,5,4,5,4,2,1,2,1,5,1,1,1,3,2,5,4,,2,27,1,"The example, with the student loan. My husbands parents used such a system on him, when he studied.","Is it moraly correct, to push a person next to you, to prevent the death of four others, although it would kill the person you pushed?",1,,2,8,2,7,7,7,7,5,6,6,4,0,7,7,60,,,1335,Z156B,29.566999,26.153,,45.571999,20.046,27.653,18.25,23.926001,7.4640002,164.028,19.461,21.674,16.358,18.910999,121.02,12.685,19.900999,7.559,30.073999,10.139
R_4HnuDEN9Jl5ucUR,Default Response Set,Anonymous,1,176,1,None,Yes,,0,7/20/16 2:50,7/20/16 3:09,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,25.495001,25.495001,26.292999,1,21.447001,21.447001,22.434,1,52.300999,52.300999,,,,23.202999,24.173,1,15.307,15.307,16.112,1,28.167,28.167,29.014,1,59.658001,59.658001,60.678001,1,14.383,15.905,16.975,2,15.815,15.815,16.801001,1,27.903999,27.903999,28.916,1,21.302999,21.302999,22.131001,1,15.814,15.814,16.732,1,28.209,28.209,31.458,1,23.544001,23.544001,24.929001,1,18.280001,18.280001,19.27,1,71.461998,71.461998,74.182999,1,21.34,21.34,22.316999,1,12.525,12.525,14.901,1,16.555,16.555,17.500999,1,22.226999,23.868999,24.627001,2,3,2,4,2,3,4,3,1,2,2,4,2,4,3,2,2,2,1,2,2,4,4,4,5,4,3,4,2,1,1,2,3,2,3,3,4,3,2,3,4,,1,44,2,,"Is it morally correct to push the person next to you, to prevent the death of four others, although this would kill the pushed person?",1,,1,11,5,7,7,7,7,5,5,5,5,0,12,20,29,,,7222,A646B,26.292999,22.434,,24.173,16.112,29.014,60.678001,16.975,16.801001,28.916,22.131001,16.732,31.458,24.929001,19.27,74.182999,22.316999,14.901,17.500999,24.627001
R_4Jyy37t6BZy2yhv,Default Response Set,Anonymous,1,177,1,None,Yes,,0,7/20/16 3:13,7/20/16 3:35,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,20.266001,20.266001,21.676001,1,17.719999,17.719999,18.983999,1,25.091,25.778,,,,20.9,27.945999,1,14.133,14.133,15.355,1,28.098,28.098,29.523001,1,20.74,20.74,22.122999,1,19.856001,19.856001,21.285,1,15.689,15.689,16.957001,1,27.495001,27.495001,29.669001,1,16.610001,16.610001,17.737,1,14.507,14.507,15.527,1,32.821999,32.821999,33.820999,1,26.778999,26.778999,27.808001,1,21.059999,21.059999,22.743999,1,27.26,27.26,28.521999,1,41.785,41.785,43.778,1,33.529999,33.529999,34.59,1,20.469,20.469,21.979,1,33.073002,33.073002,34.319,1,1,1,5,1,3,1,1,1,3,3,2,1,5,2,4,1,4,1,2,3,3,4,4,5,4,1,5,3,3,2,2,3,3,3,2,2,2,2,3,4,,2,50,2,,Is it morally correct a person to push  to avoid the death of four persons although the pushed person can be killed?,1,,3,20,0,7,7,7,7,4,7,7,3,0,0,20,20,No.,,4096,A386B,21.676001,18.983999,,27.945999,15.355,29.523001,22.122999,21.285,16.957001,29.669001,17.737,15.527,33.820999,27.808001,22.743999,28.521999,43.778,34.59,21.979,34.319
R_4UBn281F0JqYbjf,Default Response Set,Anonymous,1,178,1,None,Yes,,0,7/20/16 2:41,7/20/16 3:12,0,Complete,1,,,,,,,1,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18.434999,19.412001,19.846001,2,28.298,28.298,29.197001,1,13.149,13.149,,,,24.879999,25.593,1,16.177999,16.177999,17.021,1,44.625,44.625,45.525002,1,31.179001,31.179001,32.078999,1,27.976,27.976,28.771,1,36.141998,36.141998,36.833,1,26.002001,26.002001,26.781,1,14.697,14.697,15.356,1,14.692,14.692,16.051001,1,22.427999,22.427999,23.271,1,19.525,19.525,20.424999,1,52.601002,52.601002,53.374001,1,21.573,21.573,22.386,1,31.056,31.056,31.995001,1,14.912,14.912,15.69,1,11.584,12.152,13.129,2,29.688,29.688,30.607,1,2,2,2,1,3,2,2,2,1,2,2,2,3,2,4,3,1,1,2,2,2,4,4,4,3,2,4,3,1,1,2,3,4,3,2,1,2,2,3,,4,1,30,2,,"Is it ethically correct to push the person near to me, in order to prevent the death of four other persons, although the pushed person will be killed?",1,,2,12,0,7,7,7,7,4,5,5,4,0,0,10,28,,,6865,Z617Y,19.846001,29.197001,,25.593,17.021,45.525002,32.078999,28.771,36.833,26.781,15.356,16.051001,23.271,20.424999,53.374001,22.386,31.995001,15.69,13.129,30.607
R_4ZoKMGmgPjyJPaB,Default Response Set,Anonymous,1,179,1,None,Yes,,0,7/20/16 6:09,7/20/16 6:16,0,Complete,1,,,,,,,,1,,,,1,Franzsisch,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.557,1.557,3.516,1,1.562,1.562,2.9990001,1,1.33,1.33,,,,.80699998,2.1159999,1,1.977,1.977,3.427,1,.82999998,.82999998,1.898,1,1.043,2.483,5.9029999,2,1.395,1.395,2.655,1,3.997,4.1799998,5.8839998,2,1.306,1.306,3.2609999,1,1.347,1.5319999,3.164,2,4.4629998,4.4629998,6.2490001,1,2.007,2.007,3.7219999,1,2.027,2.027,3.359,1,1.419,1.419,3.0650001,1,3.677,3.677,5.428,1,1.715,1.715,3.8699999,1,1.373,1.373,4.1430001,1,2.211,2.405,4.0900002,2,1.3559999,1.3559999,4.211,1,3,6,4,2,5,5,4,5,5,6,2,3,6,2,5,2,4,2,2,5,5,5,3,4,2,4,4,4,5,5,5,5,3,4,5,6,6,6,2,,4,1,21,1,trolley problem,Is it morally legit to shove a person next to you to prevent the death of four other people even when this is going to kill the person?,1,,1,12,0,7,7,7,7,4,6,6,5,0,9,23,41,,,8495,Z752B,3.516,2.9990001,,2.1159999,3.427,1.898,5.9029999,2.655,5.8839998,3.2609999,3.164,6.2490001,3.7219999,3.359,3.0650001,5.428,3.8699999,4.1430001,4.0900002,4.211
R_5aLJ1rjXz4BosYJ,Default Response Set,Anonymous,1,180,1,None,Yes,,0,7/20/16 2:59,7/20/16 3:02,0,Complete,1,,,,,,,1,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.487,1.487,2.1459999,1,.79400003,.79400003,1.908,1,2.576,2.576,,,,1.242,1.9119999,1,.88300002,.88300002,1.949,1,.80199999,.80199999,1.886,1,2.3080001,2.3080001,3.03,1,1.249,1.249,1.924,1,1.0420001,1.0420001,2.1440001,1,1.733,1.733,2.408,1,1.001,1.001,1.675,1,.77100003,1.418,3.006,2,1.4859999,1.4859999,2.316,1,.699,.699,1.29,1,1.4299999,1.4299999,2.1900001,1,1.596,1.596,2.25,1,1.353,1.353,2.527,1,.99199998,.99199998,2.369,1,.94099998,.94099998,2.339,1,1.474,1.474,2.1159999,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,2,37,2,,No,1,,1,10,0,7,7,7,7,4,4,4,4,0,10,20,21,,,6183,Z560B,2.1459999,1.908,,1.9119999,1.949,1.886,3.03,1.924,2.1440001,2.408,1.675,3.006,2.316,1.29,2.1900001,2.25,2.527,2.369,2.339,2.1159999
R_5dUNR2xXoid8jdP,Default Response Set,Anonymous,1,181,1,None,Yes,,0,7/20/16 3:10,7/20/16 3:32,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,2,25.874001,25.874001,35.280998,1,9.6289997,9.6289997,10.783,1,18.993999,18.993999,,,,21.565001,23.031,1,22.261999,22.261999,23.698,1,14.23,14.23,15.586,1,24.726,24.726,25.857,1,15.794,15.794,17.181999,1,16.829,16.829,17.872,1,23.870001,23.870001,25.038,1,8.309,8.309,9.3909998,1,32.151001,32.151001,33.396999,1,8.684,8.684,9.7259998,1,13.173,13.173,14.668,1,18.837999,18.837999,20.716999,1,107.964,107.964,108.874,1,16.346001,16.346001,17.952,1,13.78,13.78,15.166,1,14.978,14.978,15.896,1,21.719999,21.719999,23.24,1,5,5,1,1,5,4,5,4,1,5,5,5,5,1,5,5,5,4,5,1,2,5,4,4,5,4,5,5,5,5,4,5,1,1,1,1,4,2,5,4,,1,60,2,,"Is it morally correct to push a related peson, to prevent the death of four others, although the one pushed by you would die ?",1,,1,12,2,7,7,7,7,2,3,5,5,18,0,13,23,,,7809,Z695Y,35.280998,10.783,,23.031,23.698,15.586,25.857,17.181999,17.872,25.038,9.3909998,33.396999,9.7259998,14.668,20.716999,108.874,17.952,15.166,15.896,23.24
R_6FLNLMI06zzP32R,Default Response Set,Anonymous,1,182,1,None,Yes,,0,7/20/16 3:54,7/20/16 4:21,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,14.049,14.049,15.316,1,34.466999,34.466999,36.041,1,12.888,12.888,,,,28.974001,30.452999,1,21.993999,21.993999,22.857,1,16.964001,16.964001,18.423,1,44.054001,44.054001,45.312,1,11.241,11.241,12.448,1,12.071,12.071,13.685,1,25.07,25.07,26.323,1,23.379999,23.379999,25.091,1,16.714001,16.714001,18.153,1,7.9710002,7.9710002,9.2040005,1,21.143,21.143,22.563999,1,16.125,16.125,17.028,1,33.421001,33.421001,34.661999,1,10.078,10.078,11.104,1,42.166,53.102001,54.459999,2,19.349001,19.349001,20.698,1,16.292,16.292,17.809999,1,4,3,3,2,2,3,2,2,4,2,4,2,4,3,3,3,2,3,3,4,3,3,3,4,3,3,4,3,2,2,3,3,2,3,3,2,3,3,2,4,,2,41,2,,"Is it morally correct to push a related person to prevent the death of four others, although this would kill the person you pushed?",1,,1,10,2,7,7,7,7,5,6,6,5,0,14,21,25,,,6924,A622B,15.316,36.041,,30.452999,22.857,18.423,45.312,12.448,13.685,26.323,25.091,18.153,9.2040005,22.563999,17.028,34.661999,11.104,54.459999,20.698,17.809999
R_6hFgIJhx1hbCPzf,Default Response Set,Anonymous,1,183,1,None,Yes,,0,7/20/16 2:44,7/20/16 3:19,0,Complete,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,18.580999,18.580999,20.509001,1,118.355,118.355,119.647,1,24.296,24.296,,,,14.85,15.989,1,22.653999,22.653999,23.903999,1,25.402,25.402,26.500999,1,31.413,31.413,32.780998,1,9.9820004,9.9820004,11.437,1,9.1110001,9.1110001,10.265,1,200.56799,200.56799,202.235,1,14,14,15.437,1,10.864,10.864,13.07,1,13.456,13.456,14.492,1,21.784,21.784,23.200001,1,9.8669996,9.8669996,11.106,1,31.296,31.296,33.042,1,50.159,50.159,52.036999,1,89.574997,89.574997,92.042999,1,12.072,13.554,15.255,2,27.024,27.024,32.457001,1,3,1,1,2,3,3,3,1,2,3,4,1,5,2,3,2,1,1,1,1,2,4,4,4,4,2,4,2,1,1,3,3,4,3,3,4,4,3,4,4,,1,33,2,,"it is morally correct that you related person to push to prevent the death of four others, though that would kill the one pushed by you person?",1,,2,12,1,7,7,7,7,4,4,4,4,9,24,46,45,no thanks,,9975,Z876B,20.509001,119.647,,15.989,23.903999,26.500999,32.780998,11.437,10.265,202.235,15.437,13.07,14.492,23.200001,11.106,33.042,52.036999,92.042999,15.255,32.457001
R_6hYEdxs5sYzlnLL,Default Response Set,Anonymous,1,184,1,None,Yes,,0,7/20/16 3:43,7/20/16 4:03,0,,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,51.025002,51.025002,53.342999,1,16.422001,16.422001,19.351999,1,6.7080002,24.107,,,,6.408,10.291,1,44.701,44.701,47.241001,1,21.809,21.809,23.604,1,12.209,39.382999,41.224998,2,9.2860003,9.2860003,11.498,1,50.491001,52.652,54.271,2,5.7740002,5.7740002,9.1210003,1,17.625999,17.625999,19.382999,1,9.0030003,9.0030003,10.836,1,24.983,24.983,27.896,1,22.103001,22.103001,24.806999,1,24.167,24.167,27.48,1,19.635,49.604,51.023998,6,7.6279998,7.6279998,11.493,1,30.750999,51.437,56.162998,4,7.928,7.928,10.166,1,34.015999,34.015999,36.064999,1,3,2,3,1,3,3,2,2,4,4,3,2,5,4,2,2,1,3,2,5,2,5,4,5,6,3,5,5,3,3,4,2,5,2,3,1,4,3,5,4,,2,39,1,,,,,,,,,,,,,,,,,,,,,,7521,,53.342999,19.351999,,10.291,47.241001,23.604,41.224998,11.498,54.271,9.1210003,19.382999,10.836,27.896,24.806999,27.48,51.023998,11.493,56.162998,10.166,36.064999
R_6tiXavuLmnfLfM1,Default Response Set,Anonymous,1,185,1,None,Yes,,0,7/20/16 4:46,7/20/16 5:00,0,,1,,,,,,,,1,,,,,,2,,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.875,44.719002,45.716999,4,17.434999,23.075001,23.808001,4,5.3909998,54.289001,,,,63.097,69.420998,3,7.664,10.055,10.453,9,3.0510001,5.244,6.0170002,6,3.3299999,10.786,11.511,6,5.0209999,6.0749998,6.849,7,5.802,11.455,12.285,3,2.5599999,7.1100001,8.0649996,6,2.5639999,21.733,27.436001,4,22.427,22.427,23.214001,1,16.319,27.848,28.488001,3,2.438,4.8600001,5.4320002,3,4.1550002,5.237,6.066,3,41.681,56.782001,58.157001,3,22.584999,25.684999,27.892,3,3.8870001,5.5910001,6.3909998,3,23.486,31.577,31.983,6,21.108,22.517,25.907,3,1,1,3,1,3,1,1,1,3,2,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,,1,19,2,,,,,,,,,,,,,,,,,,,,,,3870,,45.716999,23.808001,,69.420998,10.453,6.0170002,11.511,6.849,12.285,8.0649996,27.436001,23.214001,28.488001,5.4320002,6.066,58.157001,27.892,6.3909998,31.983,25.907
R_6WpJe5SXijhGVWB,Default Response Set,Anonymous,1,186,1,None,Yes,,0,7/20/16 7:05,7/20/16 7:26,0,Complete,1,,,,,,,,1,,,,,,2,4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,11.577,11.705,13.011,2,10.4,10.4,11.252,1,2.302,2.302,,,,22.004,23.775,1,7.8249998,7.8249998,8.7410002,1,5.9169998,6.75,7.9289999,2,6.8930001,6.8930001,8.3669996,1,11.307,11.307,12.305,1,12.539,14.319,17.777,2,6.4520001,7.2740002,9.1459999,2,9.4560003,9.4560003,11.733,1,6.3740001,6.3740001,8.4659996,1,8.8059998,8.8059998,10.587,1,10.963,10.963,12.744,1,88.012001,88.012001,89.490997,1,5.737,5.737,6.5,1,9.9790001,11.088,12.189,2,5.217,5.217,6.3249998,1,6.6570001,6.6570001,14.041,1,3.589,5.0149999,6.3429999,2,2,1,4,5,6,5,5,3,3,3,6,3,3,4,2,1,2,1,1,2,3,5,5,5,5,4,4,2,4,3,4,2,5,1,2,1,2,3,1,,4,2,56,2,,Is it morally correct to push the get a related party to prevent the deaths of 4 other although this would kill the one pushed by you person?,1,,1,7,0,7,7,7,7,3,3,3,3,0,0,0,13,Thank for the interensting study.,,6574,A592B,13.011,11.252,,23.775,8.7410002,7.9289999,8.3669996,12.305,17.777,9.1459999,11.733,8.4659996,10.587,12.744,89.490997,6.5,12.189,6.3249998,14.041,6.3429999
